comunadondeseimpartelacarreraopr,nombreregion,duraciónensemestres,puntaje,pnem,prank,ingreso2,valordearancel,ingreso,area,year
Santiago,Región Metropolitana,10,574,540,560,89,3.622.000,357,Business,2014
Santiago,Región Metropolitana,10,562,546,560,124,2.725.000,503,Business,2016
Valparaíso,Región de Valparaíso,10,576,579,603,50,2.624.000,52,Business,2016
Valparaíso,Región de Valparaíso,9,579,569,587,43,2.462.000,136,Business,2016
Linares,Región del Maule,8,557,555,573,22,2.904.100,66,Business,2017
Antofagasta,Región de Antofagasta,10,510,,,23,2.300.000,101,Business,2013
Providencia,Región Metropolitana,9,534,,,18,1.880.000,117,Business,2006
Iquique,Región de Tarapacá,10,589,589,612,17,1.919.177,55,Business,2015
Providencia,Región Metropolitana,9,450,450,450,13,2.100.000,58,Business,2017
Chillán,Región de Ñuble,5,506,,,5,780.000,27,Business,2006
Santiago,Región Metropolitana,9,485,,,16,1.612.000,349,Business,2010
Vitacura,Región Metropolitana,10,673,673,727,74,3.903.000,382,Business,2015
Santiago,Región Metropolitana,10,724,,,343,3.950.100,1684,Business,2012
Santiago,Región Metropolitana,10,571,,,204,2.701.467,847,Business,2006
Santiago,Región Metropolitana,,406,,,23,1.204.000,64,Business,2010
La Serena,Región de Coquimbo,8,570,609,642,56,1.731.000,246,Business,2013
Valparaíso,Región de Valparaíso,10,596,,,142,1.850.000,678,Business,2007
Iquique,Región de Tarapacá,10,524,,,8,1.708.000,43,Business,2012
Curicó,Región del Maule,9,580,,,16,1.600.000,48,Business,2012
Talca,Región del Maule,8,519,,,6,1.450.000,126,Business,2010
Providencia,Región Metropolitana,10,533,559,596,36,3.620.729,152,Business,2019
Viña del Mar,Región de Valparaíso,8,542,542,571,13,2.900.000,68,Business,2019
San Miguel,Región Metropolitana,10,516,,,20,2.606.660,115,Business,2013
Santiago,Región Metropolitana,5,407,,,4,950.000,100,Business,2010
Los Ángeles,Región del Bío-Bío,10,521,,,29,2.072.900,99,Business,2014
Valparaíso,Región de Valparaíso,10,667,689,755,66,3.903.000,398,Business,2015
Santiago,Región Metropolitana,8,553,,,7,2.254.200,124,Business,2016
Talca,Región del Maule,10,645,667,708,127,2.810.300,692,Business,2016
Talca,Región del Maule,10,618,640,679,74,2.691.200,308,Business,2016
Viña del Mar,Región de Valparaíso,5,447,,,5,880.000,38,Business,2010
Las Condes,Región Metropolitana,2,618,590,592,91,4.066.414,101,Business,2014
Santiago,Región Metropolitana,10,584,,,26,2.058.000,84,Business,2006
Curicó,Región del Maule,5,495,,,1,1.000.000,44,Business,2011
Melipilla,Región Metropolitana,5,483,499,,4,1.390.000,71,Business,2016
Santiago,Región Metropolitana,10,508,505,514,23,3.000.000,133,Business,2019
Iquique,Región de Tarapacá,10,548,577,603,12,1.625.138,49,Business,2013
Santiago,Región Metropolitana,10,551,548,565,57,2.321.000,255,Business,2016
Concepción,Región del Bío-Bío,8,538,537,549,43,1.938.000,255,Business,2014
Santiago,Región Metropolitana,9,580,,,22,1.920.000,111,Business,2010
Las Condes,Región Metropolitana,8,593,578,585,9,4.605.480,52,Business,2017
Santiago,Región Metropolitana,10,662,,,120,2.506.450,588,Business,2007
Talca,Región del Maule,10,586,611,635,87,2.380.000,94,Business,2013
Providencia,Región Metropolitana,9,526,511,525,74,2.915.900,407,Business,2019
Las Condes,Región Metropolitana,10,683,669,676,115,5.785.737,1001,Business,2019
Las Condes,Región Metropolitana,8,575,543,547,15,4.821.448,83,Business,2019
Los Ángeles,Región del Bío-Bío,10,577,595,626,79,3.563.000,308,Business,2018
Santiago,Región Metropolitana,10,550,,,197,2.828.440,881,Business,2007
Viña del Mar,Región de Valparaíso,10,650,622,636,217,4.674.000,970,Business,2015
Las Condes,Región Metropolitana,8,558,565,582,55,4.090.000,195,Business,2019
Providencia,Región Metropolitana,,451,,,34,950.000,153,Business,2011
Las Condes,Región Metropolitana,8,527,494,506,46,3.984.912,153,Business,2015
Valparaíso,Región de Valparaíso,10,596,,,79,2.432.000,400,Business,2012
Las Condes,Región Metropolitana,10,685,662,673,122,5.619.136,996,Business,2018
Antofagasta,Región de Antofagasta,10,517,,,30,1.700.000,131,Business,2007
Santiago,Región Metropolitana,8,510,502,518,28,2.204.000,192,Business,2014
Talca,Región del Maule,10,623,660,694,64,3.087.000,427,Business,2019
Santiago,Región Metropolitana,10,624,,,114,1.737.500,576,Business,2006
Puerto Montt,Región de Los Lagos,10,555,542,569,54,3.298.000,229,Business,2017
Santiago,Región Metropolitana,10,625,572,587,287,4.250.000,1505,Business,2015
Temuco,Región de La Araucanía,8,554,555,590,33,2.137.000,127,Business,2016
Las Condes,Región Metropolitana,8,537,524,538,32,3.167.993,118,Business,2013
Talca,Región del Maule,10,628,659,701,73,2.825.800,375,Business,2017
Providencia,Región Metropolitana,10,601,,,52,3.570.000,250,Business,2010
Santiago,Región Metropolitana,10,616,567,581,283,4.672.000,1547,Business,2017
Viña del Mar,Región de Valparaíso,8,526,,,16,1.960.686,79,Business,2016
Concepción,Región del Bío-Bío,10,575,,,103,2.294.000,507,Business,2012
Providencia,Región Metropolitana,9,528,558,566,42,2.927.675,126,Business,2019
Santiago,Región Metropolitana,10,612,,,49,1.850.000,99,Business,2007
Concepción,Región del Bío-Bío,10,619,640,675,89,2.661.700,527,Business,2016
Antofagasta,Región de Antofagasta,10,534,,,39,2.109.450,126,Business,2010
Rancagua,Región del Gral. B. O`Higgins,5,443,,,15,860.000,30,Business,2011
Providencia,Región Metropolitana,10,558,552,561,10,3.850.000,98,Business,2017
Providencia,Región Metropolitana,10,539,,,8,1.691.000,73,Business,2014
Macul,Región Metropolitana,10,752,747,787,235,4.884.000,1803,Business,2014
Puerto Montt,Región de Los Lagos,9,470,,,1,970.000,61,Business,2009
Santiago,Región Metropolitana,8,522,,,8,1.701.000,62,Business,2013
Copiapó,Región de Atacama,6,513,,,8,465.000,16,Business,2006
Santiago,Región Metropolitana,10,725,701,744,345,4.616.200,2090,Business,2015
Lo Barnechea,Región Metropolitana,2,555,518,521,155,6.474.516,168,Business,2019
Santiago,Región Metropolitana,9,538,,,31,1.910.000,223,Business,2011
Viña del Mar,Región de Valparaíso,10,641,,,127,2.760.750,645,Business,2007
La Serena,Región de Coquimbo,10,562,,,37,2.935.600,165,Business,2019
Los Ángeles,Región del Bío-Bío,10,576,,,21,2.873.200,86,Business,2019
Santiago,Región Metropolitana,10,559,,,31,3.000.800,154,Business,2019
Santiago,Región Metropolitana,8,558,,,11,2.492.500,36,Business,2019
Santiago,Región Metropolitana,5,450,,,,,8,Business,2012
Temuco,Región de La Araucanía,8,477,,,3,1.452.000,67,Business,2009
Peñalolén,Región Metropolitana,10,680,652,669,465,5.166.000,2488,Business,2015
Punta Arenas,Región de Magallanes,10,560,580,591,25,3.760.000,152,Business,2018
Antofagasta,Región de Antofagasta,10,524,513,524,59,3.071.000,342,Business,2016
Santiago,Región Metropolitana,4,475,,,12,940.000,80,Business,2011
Talca,Región del Maule,8,601,,,83,2.185.000,441,Business,2011
Concepción,Región del Bío-Bío,10,515,,,71,2.364.000,216,Business,2008
Viña del Mar,Región de Valparaíso,5,497,,,1,1.000.000,35,Business,2010
Las Condes,Región Metropolitana,8,556,550,572,41,3.649.719,160,Business,2016
Talca,Región del Maule,10,571,603,638,47,2.260.000,90,Business,2013
Las Condes,Región Metropolitana,2,566,561,563,6,4.821.448,9,Business,2019
Santiago,Región Metropolitana,9,455,,,25,950.000,399,Business,2009
Concepción,Región del Bío-Bío,8,533,532,554,35,1.950.000,219,Business,2014
Temuco,Región de La Araucanía,8,550,546,581,29,2.439.000,150,Business,2019
Rancagua,Región del Gral. B. O`Higgins,,423,,,11,1.070.000,211,Business,2010
Las Condes,Región Metropolitana,8,530,512,519,49,4.690.000,251,Business,2019
Viña del Mar,Región de Valparaíso,8,546,541,546,34,3.791.000,129,Business,2019
San Miguel,Región Metropolitana,9,537,,,9,2.257.431,19,Business,2015
Lo Barnechea,Región Metropolitana,8,577,,,72,3.445.000,365,Business,2008
Viña del Mar,Región de Valparaíso,10,526,508,513,111,4.190.000,647,Business,2019
Talca,Región del Maule,8,570,590,610,30,3.173.000,38,Business,2019
Santiago,Región Metropolitana,8,517,,,32,1.400.000,123,Business,2008
Providencia,Región Metropolitana,10,559,541,556,229,4.240.000,865,Business,2018
Peñalolén,Región Metropolitana,2,627,586,589,102,5.510.226,195,Business,2019
Santiago,Región Metropolitana,6,595,,,55,1.699.450,146,Business,2011
Santiago,Región Metropolitana,8,546,,,12,1.200.000,151,Business,2006
Temuco,Región de La Araucanía,10,616,632,668,80,3.351.000,396,Business,2019
Maipú,Región Metropolitana,9,506,,,6,1.420.000,16,Business,2009
Antofagasta,Región de Antofagasta,10,580,,,90,2.560.450,436,Business,2010
Santiago,Región Metropolitana,8,573,,,79,2.063.418,264,Business,2011
Santiago,Región Metropolitana,11,676,,,103,2.485.300,509,Business,2012
Santiago,Región Metropolitana,11,687,676,736,115,3.023.400,603,Business,2016
Providencia,Región Metropolitana,8,511,,,4,1.200.000,7,Business,2011
Curicó,Región del Maule,10,551,544,555,40,2.600.000,42,Business,2018
Temuco,Región de La Araucanía,9,545,,,8,1.824.850,17,Business,2015
Valparaíso,Región de Valparaíso,8,566,,,108,1.560.000,482,Business,2006
Valparaíso,Región de Valparaíso,9,574,576,602,60,2.724.000,284,Business,2015
Providencia,Región Metropolitana,10,533,512,533,24,4.300.000,401,Business,2019
Puerto Montt,Región de Los Lagos,10,520,494,505,29,3.831.300,35,Business,2018
Arica,Región de Arica y Parinacota,10,570,,,50,2.350.000,254,Business,2011
Rengo,Región del Gral. B. O`Higgins,8,543,,,28,1.850.000,50,Business,2007
Santiago,Región Metropolitana,8,452,393,400,1,1.670.000,49,Business,2015
Talca,Región del Maule,9,507,541,561,39,1.984.000,89,Business,2016
Lo Barnechea,Región Metropolitana,8,571,529,532,52,4.837.000,342,Business,2014
Melipilla,Región Metropolitana,5,461,,,4,1.150.000,52,Business,2013
Santiago,Región Metropolitana,10,585,533,550,42,3.338.000,176,Business,2018
San Miguel,Región Metropolitana,9,487,,,31,2.109.749,31,Business,2014
Santiago,Región Metropolitana,5,435,,,10,950.000,48,Business,2010
Santiago,Región Metropolitana,8,595,540,552,92,4.217.000,402,Business,2017
Las Condes,Región Metropolitana,8,601,,,115,2.111.500,439,Business,2010
Santiago,Región Metropolitana,8,519,,,22,2.050.000,197,Business,2010
Peñalolén,Región Metropolitana,10,679,664,651,484,5.382.109,2571,Business,2016
Valparaíso,Región de Valparaíso,9,567,581,605,70,2.594.000,289,Business,2014
Valdivia,Región de los Ríos,10,547,,,170,1.780.000,204,Business,2009
Temuco,Región de La Araucanía,4,509,373,332,1,1.395.000,132,Business,2015
Santiago,Región Metropolitana,10,619,,,233,3.026.427,973,Business,2008
Viña del Mar,Región de Valparaíso,8,547,537,550,33,3.457.625,125,Business,2016
Concepción,Región del Bío-Bío,10,509,,,18,2.646.300,43,Business,2016
Valparaíso,Región de Valparaíso,10,560,550,588,21,2.321.000,94,Business,2016
Concepción,Región del Bío-Bío,10,629,,,134,2.453.000,534,Business,2008
San Joaquín,Región Metropolitana,10,587,553,570,58,2.640.000,58,Business,2013
Las Condes,Región Metropolitana,8,521,496,506,50,3.777.167,130,Business,2014
Lo Barnechea,Región Metropolitana,10,639,,,135,3.590.000,796,Business,2008
Las Condes,Región Metropolitana,10,530,503,510,212,4.478.679,1755,Business,2016
Temuco,Región de La Araucanía,5,480,,,6,864.000,16,Business,2006
Providencia,Región Metropolitana,10,523,,,16,1.583.000,92,Business,2012
Antofagasta,Región de Antofagasta,10,495,,,4,1.660.000,64,Business,2009
Antofagasta,Región de Antofagasta,10,546,,,21,2.656.000,142,Business,2012
Santiago,Región Metropolitana,10,660,672,748,106,2.793.400,580,Business,2014
Punta Arenas,Región de Magallanes,10,497,,,7,1.791.000,49,Business,2006
Las Condes,Región Metropolitana,8,535,523,536,57,2.801.000,279,Business,2016
Concepción,Región del Bío-Bío,8,561,573,596,67,2.048.500,264,Business,2015
Iquique,Región de Tarapacá,10,460,,,3,1.750.000,42,Business,2011
Osorno,Región de Los Lagos,10,535,523,544,28,2.632.000,204,Business,2015
Iquique,Región de Tarapacá,10,555,576,594,14,2.128.000,58,Business,2019
Santiago,Región Metropolitana,10,618,,,27,1.737.500,234,Business,2006
Valparaíso,Región de Valparaíso,9,560,,,62,1.720.000,305,Business,2008
Santiago,Región Metropolitana,,434,516,,7,1.311.000,276,Business,2015
Iquique,Región de Tarapacá,10,561,576,602,40,2.384.000,266,Business,2019
Ñuñoa,Región Metropolitana,6,400,,,30,770.000,607,Business,2007
Santiago,Región Metropolitana,9,448,576,,12,1.815.450,290,Business,2015
Maipú,Región Metropolitana,,459,,,12,1.083.000,33,Business,2010
Temuco,Región de La Araucanía,10,579,575,603,37,2.298.000,109,Business,2017
Temuco,Región de La Araucanía,4,492,478,482,8,1.040.000,56,Business,2015
Los Ángeles,Región del Bío-Bío,10,510,,,16,1.600.000,71,Business,2008
Las Condes,Región Metropolitana,12,652,,,2,2.840.020,7,Business,2006
Los Ángeles,Región del Bío-Bío,8,536,,,54,1.489.000,249,Business,2008
Lo Barnechea,Región Metropolitana,10,647,,,176,4.044.000,1000,Business,2010
Viña del Mar,Región de Valparaíso,6,437,,,17,778.000,99,Business,2007
Santiago,Región Metropolitana,10,503,499,517,15,2.902.000,42,Business,2019
Santiago,Región Metropolitana,10,549,517,526,88,3.526.000,432,Business,2019
La Serena,Región de Coquimbo,10,535,524,543,21,2.610.000,23,Business,2019
Viña del Mar,Región de Valparaíso,10,650,630,647,207,5.266.370,955,Business,2017
Santiago,Región Metropolitana,11,691,690,744,110,3.120.100,625,Business,2017
Providencia,Región Metropolitana,10,534,,,46,3.004.366,185,Business,2014
Providencia,Región Metropolitana,8,525,,,4,1.242.000,7,Business,2012
Temuco,Región de La Araucanía,4,547,534,561,30,980.000,83,Business,2014
Santiago,Región Metropolitana,10,589,563,582,118,3.575.000,524,Business,2019
Concepción,Región del Bío-Bío,,415,,,3,1.060.000,115,Business,2010
Santiago,Región Metropolitana,,409,475,,7,1.387.000,44,Business,2015
Temuco,Región de La Araucanía,4,558,556,580,12,1.319.000,76,Business,2019
Providencia,Región Metropolitana,10,533,,,59,2.172.373,309,Business,2012
Temuco,Región de La Araucanía,10,495,,,21,1.999.000,90,Business,2008
Valparaíso,Región de Valparaíso,10,556,535,567,19,2.396.000,106,Business,2017
Las Condes,Región Metropolitana,8,522,499,510,39,4.547.000,172,Business,2018
Concepción,Región del Bío-Bío,5,489,,,3,865.000,83,Business,2006
Temuco,Región de La Araucanía,5,435,,,1,864.000,6,Business,2006
San Miguel,Región Metropolitana,10,511,,,2,1.890.000,89,Business,2010
Viña del Mar,Región de Valparaíso,10,589,,,128,2.970.381,645,Business,2011
Chillán,Región de Ñuble,10,626,672,708,61,2.933.000,322,Business,2019
Providencia,Región Metropolitana,9,436,,,11,970.000,140,Business,2009
Concepción,Región del Bío-Bío,10,520,,,28,2.756.193,176,Business,2012
Punta Arenas,Región de Magallanes,10,547,,,13,2.857.000,63,Business,2010
Concepción,Región del Bío-Bío,8,568,586,602,68,2.350.000,303,Business,2019
Santiago,Región Metropolitana,10,635,637,680,160,3.688.000,802,Business,2019
Providencia,Región Metropolitana,8,595,,,4,1.200.000,5,Business,2011
Macul,Región Metropolitana,10,743,742,777,407,5.586.000,2011,Business,2017
Santiago,Región Metropolitana,10,653,662,737,188,2.962.000,661,Business,2015
Antofagasta,Región de Antofagasta,8,496,,,1,850.000,57,Business,2009
Santiago,Región Metropolitana,8,539,513,525,40,2.817.180,279,Business,2017
Santiago,Región Metropolitana,10,638,,,107,2.025.100,522,Business,2009
La Serena,Región de Coquimbo,10,527,497,506,20,2.532.000,24,Business,2015
Santiago,Región Metropolitana,10,546,,,31,2.080.000,180,Business,2007
Curicó,Región del Maule,,463,,,2,1.060.000,114,Business,2011
Puerto Montt,Región de Los Lagos,10,584,586,621,67,3.190.000,329,Business,2016
Santiago,Región Metropolitana,9,521,538,508,45,2.563.000,186,Business,2018
Concepción,Región del Bío-Bío,10,601,563,571,105,4.979.768,569,Business,2017
Providencia,Región Metropolitana,10,514,,,26,2.295.000,82,Business,2010
San Miguel,Región Metropolitana,8,480,,,1,1.160.000,38,Business,2007
Coquimbo,Región de Coquimbo,10,593,,,81,2.270.000,455,Business,2008
Iquique,Región de Tarapacá,10,542,,,11,2.409.700,96,Business,2017
Valparaíso,Región de Valparaíso,9,626,627,664,44,2.618.000,175,Business,2018
Santiago,Región Metropolitana,10,558,551,584,42,2.297.300,182,Business,2014
Santiago,Región Metropolitana,9,642,,,60,1.908.600,275,Business,2006
Valdivia,Región de los Ríos,10,565,555,574,56,3.099.000,67,Business,2019
Peñalolén,Región Metropolitana,10,686,,,451,4.076.555,2676,Business,2011
Valdivia,Región de los Ríos,10,577,588,613,43,2.836.000,245,Business,2019
Providencia,Región Metropolitana,8,543,511,524,21,3.750.000,30,Business,2015
Valparaíso,Región de Valparaíso,10,591,599,623,172,3.000.000,699,Business,2019
Santiago,Región Metropolitana,10,541,,,110,2.200.000,293,Business,2009
Las Condes,Región Metropolitana,10,631,,,125,2.840.020,550,Business,2006
Santiago,Región Metropolitana,9,523,,,4,1.770.000,89,Business,2009
Santiago,Región Metropolitana,8,580,522,528,86,3.615.000,393,Business,2014
Vitacura,Región Metropolitana,10,657,654,692,129,4.170.000,466,Business,2017
Providencia,Región Metropolitana,10,537,514,527,160,4.677.021,1009,Business,2017
Santiago,Región Metropolitana,10,541,501,516,79,4.198.300,418,Business,2016
Temuco,Región de La Araucanía,4,553,544,571,15,980.000,36,Business,2014
Concepción,Región del Bío-Bío,10,638,,,131,2.767.000,581,Business,2011
Valparaíso,Región de Valparaíso,10,574,588,625,15,2.468.000,113,Business,2018
Santiago,Región Metropolitana,8,519,,,28,2.710.000,143,Business,2010
Calama,Región de Antofagasta,,449,,,3,868.000,49,Business,2009
La Florida,Región Metropolitana,9,517,,,2,1.650.000,81,Business,2009
Iquique,Región de Tarapacá,10,561,562,588,55,2.256.820,265,Business,2018
Viña del Mar,Región de Valparaíso,10,646,639,624,226,4.869.527,997,Business,2016
Las Condes,Región Metropolitana,9,539,,,89,3.820.000,751,Business,2013
