Código Establecimiento,Nombre Establecimiento,Dependencia Establecimiento,Nombre Región,Nombre Comuna,Área Geográfica,Niños con Desnutrición,Prevalencia Desnutrición niños,Niñas con Desnutrición,Prevalencia Desnutrición niñas,Niños con Bajo Peso,Prevalencia Bajo Peso niños,Niñas con Bajo Peso,Prevalencia Bajo Peso niñas,Niños con Peso Normal,Prevalencia Peso Normal niños,Niñas con Peso Normal,Prevalencia Peso Normal niñas,Niños con Sobrepeso,Prevalencia Sobrepeso niños,Niñas con Sobrepeso,Prevalencia Sobrepeso niñas,Niños con Obesidad,Prevalencia Obesidad niños,Niñas con Obesidad,Prevalencia Obesidad niñas,Niños con Retraso en Talla,Prevalencia Retraso en talla niños,Niñas con Retraso en talla,Prevalencia Retraso en talla niñas,Total Niños,Total Niñas
31340,NETLANDSCHOOL,PARTICULAR SUBVENCIONADO,Antofagasta,ANTOFAGASTA,URBANO,0,"0,00",0,"0,00",2,"0,04",3,"0,05",25,"0,56",39,"0,64",16,"0,36",14,"0,23",2,"0,04",5,"0,08",2,"0,04",2,"0,03",45,61
31342,COLEGIO SANTO TOMÁS DE ANTOFAGASTA,PARTICULAR SUBVENCIONADO,Antofagasta,ANTOFAGASTA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",12,"0,39",12,"0,43",10,"0,32",8,"0,29",9,"0,29",8,"0,29",0,"0,00",2,"0,07",31,28
31343,LICEO CIENTIFICO HUMANISTA LA CHIMBA,MUNICIPAL,Antofagasta,ANTOFAGASTA,URBANO,0,"0,00",1,"0,01",2,"0,02",2,"0,02",33,"0,35",51,"0,47",37,"0,40",35,"0,32",21,"0,23",19,"0,18",4,"0,04",5,"0,05",93,108
31345,LICEO POLITÉCNICO LOS ARENALES,MUNICIPAL,Antofagasta,ANTOFAGASTA,URBANO,3,"0,02",0,"0,00",12,"0,07",3,"0,03",82,"0,45",50,"0,50",46,"0,25",32,"0,32",41,"0,22",16,"0,16",3,"0,02",2,"0,02",184,101
367,COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT,MUNICIPAL,Antofagasta,MEJILLONES,URBANO,0,"0,00",0,"0,00",4,"0,07",0,"0,00",29,"0,48",20,"0,45",17,"0,28",12,"0,27",10,"0,17",12,"0,27",1,"0,02",0,"0,00",60,44
372,LICEO POLITECNICO JOSE MIGUEL QUIROZ,MUNICIPAL,Antofagasta,TALTAL,URBANO,0,"0,00",0,"0,00",1,"0,01",1,"0,02",38,"0,55",23,"0,40",21,"0,30",24,"0,41",9,"0,13",10,"0,17",1,"0,01",4,"0,07",69,58
373,LICEO JUAN CORTES-MONROY CORTES,MUNICIPAL,Antofagasta,TALTAL,URBANO,1,"0,03",0,"0,00",2,"0,06",0,"0,00",11,"0,33",10,"0,36",13,"0,39",14,"0,50",6,"0,18",4,"0,14",2,"0,06",1,"0,04",33,28
217,LICEO LUIS CRUZ MARTINEZ,MUNICIPAL,Antofagasta,CALAMA,URBANO,2,"0,02",3,"0,02",8,"0,07",10,"0,06",53,"0,45",88,"0,54",38,"0,32",55,"0,34",16,"0,14",8,"0,05",7,"0,06",2,"0,01",117,164
218,LICEO FRANCISCO DE AGUIRRE,MUNICIPAL,Antofagasta,CALAMA,URBANO,0,"0,00",0,"0,00",8,"0,07",4,"0,04",52,"0,43",44,"0,44",40,"0,33",35,"0,35",20,"0,17",18,"0,18",6,"0,05",3,"0,03",120,101
219,LICEO POLITECNICO CESAREO AGUIRRE G.,MUNICIPAL,Antofagasta,CALAMA,URBANO,2,"0,01",0,"0,00",7,"0,03",2,"0,03",137,"0,51",42,"0,63",68,"0,25",18,"0,27",53,"0,20",5,"0,07",8,"0,03",3,"0,04",267,67
220,LICEO MINERO AMÉRICA,MUNICIPAL,Antofagasta,CALAMA,URBANO,3,"0,02",3,"0,02",9,"0,05",2,"0,01",93,"0,48",92,"0,58",49,"0,26",48,"0,30",38,"0,20",15,"0,09",8,"0,04",3,"0,02",192,160
253,COLEGIO ADVENTISTA DE CALAMA,PARTICULAR SUBVENCIONADO,Antofagasta,CALAMA,URBANO,0,"0,00",1,"0,03",2,"0,07",3,"0,08",20,"0,67",24,"0,67",6,"0,20",8,"0,22",2,"0,07",0,"0,00",0,"0,00",0,"0,00",30,36
254,FUNDACION EDUC.COLEGIO NUESTRA SRA.DE AYQUINA,PARTICULAR SUBVENCIONADO,Antofagasta,CALAMA,URBANO,0,0,1,"0,01",0,0,2,"0,03",0,0,46,"0,60",0,0,20,"0,26",0,0,8,"0,10",0,0,2,"0,03",0,77
255,COLEGIO  EJERCITO DE SALVACION,PARTICULAR SUBVENCIONADO,Antofagasta,CALAMA,URBANO,0,"0,00",0,"0,00",3,"0,11",0,"0,00",13,"0,48",25,"0,57",5,"0,19",13,"0,30",6,"0,22",6,"0,14",0,"0,00",2,"0,05",27,44
256,INSTITUTO OBISPO SILVA LEZAETA,PARTICULAR SUBVENCIONADO,Antofagasta,CALAMA,URBANO,0,"0,00",1,"0,01",4,"0,06",3,"0,04",32,"0,44",63,"0,84",29,"0,40",8,"0,11",7,"0,10",0,"0,00",1,"0,01",1,"0,01",72,75
10962,COLEGIO JUAN PABLO II,PARTICULAR SUBVENCIONADO,Antofagasta,CALAMA,URBANO,1,"0,02",0,"0,00",2,"0,04",2,"0,04",27,"0,54",34,"0,72",16,"0,32",9,"0,19",4,"0,08",2,"0,04",1,"0,02",2,"0,04",50,47
10967,LICEO ELEUTERIO RAMIREZ MOLINA,MUNICIPAL,Antofagasta,CALAMA,URBANO,1,"0,01",1,"0,01",8,"0,07",3,"0,03",64,"0,55",57,"0,55",26,"0,22",32,"0,31",17,"0,15",11,"0,11",6,"0,05",9,"0,09",116,104
10970,LICEO JORGE ALESSANDRI RODRIGUEZ,MUNICIPAL,Antofagasta,CALAMA,URBANO,0,"0,00",0,"0,00",8,"0,07",5,"0,02",54,"0,47",135,"0,58",37,"0,32",66,"0,28",16,"0,14",27,"0,12",4,"0,03",8,"0,03",115,233
12823,COLEGIO CALAMA,PARTICULAR SUBVENCIONADO,Antofagasta,CALAMA,URBANO,0,"0,00",0,"0,00",2,"0,08",1,"0,06",13,"0,54",8,"0,44",2,"0,08",4,"0,22",7,"0,29",5,"0,28",1,"0,04",1,"0,06",24,18
12836,COLEGIO RIO LOA,PARTICULAR SUBVENCIONADO,Antofagasta,CALAMA,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,05",22,"0,51",14,"0,74",18,"0,42",4,"0,21",3,"0,07",0,"0,00",0,"0,00",3,"0,16",43,19
12838,COLEGIO ECOLOGICO MONTESSORI,PARTICULAR SUBVENCIONADO,Antofagasta,CALAMA,URBANO,0,"0,00",0,"0,00",2,"0,06",0,"0,00",15,"0,47",9,"0,33",9,"0,28",14,"0,52",6,"0,19",4,"0,15",1,"0,03",0,"0,00",32,27
12851,COLEGIO PADRE ALBERTO HURTADO,PARTICULAR SUBVENCIONADO,Antofagasta,CALAMA,URBANO,1,"0,04",0,"0,00",2,"0,08",1,"0,05",14,"0,56",10,"0,50",8,"0,32",9,"0,45",0,"0,00",0,"0,00",0,"0,00",0,"0,00",25,20
12853,COLEGIO PARTICULAR SAN NICOLAS,PARTICULAR SUBVENCIONADO,Antofagasta,CALAMA,URBANO,0,"0,00",0,"0,00",0,"0,00",2,"0,06",11,"0,37",23,"0,66",16,"0,53",5,"0,14",3,"0,10",5,"0,14",0,"0,00",0,"0,00",30,35
12961,LICEO RADOMIRO TOMIC ROMERO,MUNICIPAL,Antofagasta,CALAMA,URBANO,2,"0,03",1,"0,04",2,"0,03",0,"0,00",36,"0,58",12,"0,48",11,"0,18",10,"0,40",11,"0,18",2,"0,08",2,"0,03",2,"0,08",62,25
12980,LICEO BICENTENARIO DIEGO PORTALES PALAZUELOS,MUNICIPAL,Antofagasta,CALAMA,URBANO,0,"0,00",0,"0,00",6,"0,12",2,"0,04",27,"0,52",33,"0,62",12,"0,23",16,"0,30",7,"0,13",2,"0,04",3,"0,06",3,"0,06",52,53
12842,LICEO AGROPECUARIO LIKAN ANTAI,MUNICIPAL,Antofagasta,SAN PEDRO DE ATACAMA,RURAL,0,"0,00",0,"0,00",0,"0,00",0,"0,00",14,"0,54",16,"0,39",7,"0,27",19,"0,46",5,"0,19",6,"0,15",0,"0,00",3,"0,07",26,41
199,LICEO DOMINGO LATRILLE LASTAUNOU,MUNICIPAL,Antofagasta,TOCOPILLA,URBANO,1,"0,01",0,"0,00",3,"0,04",1,"0,02",34,"0,45",22,"0,50",22,"0,29",10,"0,23",15,"0,20",11,"0,25",4,"0,05",1,"0,02",75,44
200,LICEO POLITECNICO DIEGO PORTALES P.,MUNICIPAL,Antofagasta,TOCOPILLA,URBANO,1,"0,01",1,"0,01",3,"0,04",3,"0,03",47,"0,58",49,"0,54",20,"0,25",27,"0,30",10,"0,12",11,"0,12",4,"0,05",1,"0,01",81,91
208,COLEGIO SAGRADA FAMILIA,PARTICULAR SUBVENCIONADO,Antofagasta,TOCOPILLA,URBANO,0,"0,00",0,"0,00",2,"0,04",4,"0,06",26,"0,46",33,"0,51",20,"0,36",18,"0,28",8,"0,14",10,"0,15",0,"0,00",5,"0,08",56,65
211,LICEO  H.C. T.P.  MARIA ELENA,MUNICIPAL,Antofagasta,MARÍA ELENA,URBANO,2,"0,06",0,"0,00",4,"0,11",4,"0,11",14,"0,40",19,"0,53",13,"0,37",10,"0,28",2,"0,06",3,"0,08",0,"0,00",1,"0,03",35,36
396,INSTITUTO COMERCIAL ALEJANDRO RIVERA DIAZ,MUNICIPAL,Atacama,COPIAPÓ,URBANO,2,"0,02",1,"0,01",2,"0,02",4,"0,02",47,"0,54",78,"0,43",24,"0,28",66,"0,36",12,"0,14",32,"0,18",5,"0,06",7,"0,04",87,181
399,LICEO JOSE ANTONIO CARVAJAL,MUNICIPAL,Atacama,COPIAPÓ,URBANO,0,"0,00",1,"0,01",10,"0,05",7,"0,05",90,"0,45",82,"0,56",69,"0,35",37,"0,25",29,"0,15",19,"0,13",13,"0,07",5,"0,03",198,146
400,LICEO MERCEDES FRITIS MACKENNEY,MUNICIPAL,Atacama,COPIAPÓ,URBANO,0,"0,00",0,"0,00",1,"0,04",0,"0,00",17,"0,65",16,"0,47",7,"0,27",11,"0,32",1,"0,04",7,"0,21",1,"0,04",2,"0,06",26,34
415,LICEO DE MUSICA,MUNICIPAL,Atacama,COPIAPÓ,URBANO,1,"0,03",0,"0,00",0,"0,00",0,"0,00",10,"0,34",20,"0,63",16,"0,55",12,"0,38",2,"0,07",0,"0,00",2,"0,07",1,"0,03",29,32
429,LICEO CATOLICO ATACAMA,PARTICULAR SUBVENCIONADO,Atacama,COPIAPÓ,URBANO,0,"0,00",1,"0,01",4,"0,06",4,"0,04",32,"0,49",52,"0,57",20,"0,31",28,"0,31",9,"0,14",6,"0,07",0,"0,00",0,"0,00",65,91
430,LICEO POLITECNICO BELEN,PARTICULAR SUBVENCIONADO,Atacama,COPIAPÓ,URBANO,0,0,1,"0,01",0,0,2,"0,03",0,0,38,"0,51",0,0,27,"0,36",0,0,7,"0,09",0,0,1,"0,01",0,75
431,LICEO SAGRADO CORAZON,PARTICULAR SUBVENCIONADO,Atacama,COPIAPÓ,URBANO,0,0,0,"0,00",0,0,2,"0,03",0,0,33,"0,54",0,0,19,"0,31",0,0,7,"0,11",0,0,1,"0,02",0,61
433,COLEGIO ADVENTISTA DE COPIAPO,PARTICULAR SUBVENCIONADO,Atacama,COPIAPÓ,URBANO,1,"0,03",0,"0,00",3,"0,09",0,"0,00",16,"0,50",21,"0,62",10,"0,31",10,"0,29",2,"0,06",3,"0,09",0,"0,00",0,"0,00",32,34
437,ESCUELA TECNICO PROFESIONAL,PARTICULAR SUBVENCIONADO,Atacama,COPIAPÓ,URBANO,3,"0,02",1,"0,01",11,"0,06",6,"0,05",77,"0,42",86,"0,65",70,"0,38",32,"0,24",22,"0,12",8,"0,06",3,"0,02",3,"0,02",183,133
13112,COLEGIO SAN AGUSTIN DE ATACAMA,PARTICULAR SUBVENCIONADO,Atacama,COPIAPÓ,URBANO,0,"0,00",0,"0,00",2,"0,04",0,"0,00",21,"0,37",23,"0,42",21,"0,37",20,"0,36",13,"0,23",12,"0,22",0,"0,00",3,"0,05",57,55
13145,LICEO TECNOLOGICO DE COPIAPO,MUNICIPAL,Atacama,COPIAPÓ,URBANO,1,"0,01",1,"0,01",3,"0,03",0,"0,00",62,"0,53",61,"0,47",27,"0,23",50,"0,38",23,"0,20",19,"0,15",4,"0,03",5,"0,04",116,131
13146,ESC.INDUSTRIAL SALESIANA CRISTO REDENTOR,PARTICULAR SUBVENCIONADO,Atacama,COPIAPÓ,URBANO,1,"0,01",0,0,5,"0,03",0,0,73,"0,43",0,0,74,"0,44",0,0,16,"0,09",0,0,3,"0,02",0,0,169,0
13156,LICEO TECNICO PROFESIONAL HEROES DE ATACAMA,PARTICULAR SUBVENCIONADO,Atacama,COPIAPÓ,URBANO,2,"0,02",0,"0,00",6,"0,05",7,"0,06",57,"0,50",56,"0,44",23,"0,20",42,"0,33",27,"0,23",21,"0,17",2,"0,02",2,"0,02",115,126
13168,LICEO EL PALOMAR,MUNICIPAL,Atacama,COPIAPÓ,URBANO,2,"0,03",1,"0,01",3,"0,04",4,"0,06",38,"0,49",29,"0,43",15,"0,19",20,"0,30",20,"0,26",13,"0,19",6,"0,08",2,"0,03",78,67
13188,COLEGIO CERVANTINO,PARTICULAR SUBVENCIONADO,Atacama,COPIAPÓ,URBANO,0,"0,00",0,"0,00",2,"0,09",0,"0,00",12,"0,55",13,"0,62",4,"0,18",6,"0,29",4,"0,18",2,"0,10",1,"0,05",2,"0,10",22,21
13190,COLEGIO SAN FRANCISCO DE LA SELVA,PARTICULAR SUBVENCIONADO,Atacama,COPIAPÓ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"0,56",8,"0,73",2,"0,22",3,"0,27",2,"0,22",0,"0,00",0,"0,00",0,"0,00",9,11
438,LICEO MANUEL BLANCO ENCALADA,MUNICIPAL,Atacama,CALDERA,URBANO,0,"0,00",0,"0,00",4,"0,08",1,"0,02",19,"0,37",24,"0,39",20,"0,38",25,"0,40",9,"0,17",12,"0,19",4,"0,08",5,"0,08",52,62
440,COLEGIO PARROQUIAL PADRE NEGRO,PARTICULAR SUBVENCIONADO,Atacama,CALDERA,URBANO,2,"0,04",0,"0,00",2,"0,04",2,"0,03",26,"0,48",33,"0,56",18,"0,33",16,"0,27",6,"0,11",8,"0,14",3,"0,06",4,"0,07",54,59
13103,COLEGIO PARTICULAR CALDERA,PARTICULAR SUBVENCIONADO,Atacama,CALDERA,URBANO,0,"0,00",0,"0,00",1,"0,09",1,"0,08",4,"0,36",9,"0,75",2,"0,18",2,"0,17",4,"0,36",0,"0,00",0,"0,00",0,"0,00",11,12
441,ESCUELA DE CONCENTRACION,MUNICIPAL,Atacama,TIERRA AMARILLA,URBANO,0,"0,00",0,"0,00",0,"0,00",2,"0,25",7,"0,78",3,"0,38",2,"0,22",1,"0,13",0,"0,00",2,"0,25",1,"0,11",0,"0,00",9,8
11034,LICEO JORGE ALESSANDRI RODRIGUEZ,MUNICIPAL,Atacama,TIERRA AMARILLA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",12,"0,14",15,"0,22",55,"0,63",41,"0,60",21,"0,24",12,"0,18",6,"0,07",0,"0,00",88,68
379,LICEO FEDERICO VARELA,MUNICIPAL,Atacama,CHAÑARAL,URBANO,2,"0,02",2,"0,02",9,"0,08",4,"0,04",55,"0,51",58,"0,59",20,"0,19",21,"0,21",21,"0,20",14,"0,14",2,"0,02",2,"0,02",107,99
13178,COLEGIO HISPANO AMERICA,PARTICULAR SUBVENCIONADO,Atacama,CHAÑARAL,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,11",4,"0,67",4,"0,44",2,"0,33",3,"0,33",0,"0,00",1,"0,11",0,"0,00",0,"0,00",6,9
384,LICEO MANUEL MAGALHAES MEDLING,MUNICIPAL,Atacama,DIEGO DE ALMAGRO,URBANO,0,"0,00",0,"0,00",1,"0,02",0,"0,00",40,"0,65",43,"0,62",14,"0,23",19,"0,28",7,"0,11",7,"0,10",2,"0,03",2,"0,03",62,69
392,LICEO DIEGO DE ALMEIDA,PARTICULAR SUBVENCIONADO,Atacama,DIEGO DE ALMAGRO,URBANO,0,"0,00",2,"0,04",2,"0,07",2,"0,04",15,"0,52",21,"0,47",6,"0,21",12,"0,27",6,"0,21",8,"0,18",2,"0,07",2,"0,04",29,45
448,LICEO PEDRO TRONCOSO MACHUCA,MUNICIPAL,Atacama,VALLENAR,URBANO,1,"0,03",1,"0,02",1,"0,03",0,"0,00",19,"0,49",42,"0,68",14,"0,36",14,"0,23",4,"0,10",5,"0,08",0,"0,00",2,"0,03",39,62
449,LICEO JOSE SANTOS OSSA,MUNICIPAL,Atacama,VALLENAR,URBANO,5,"0,03",0,"0,00",12,"0,08",6,"0,09",82,"0,52",30,"0,44",35,"0,22",24,"0,35",23,"0,15",8,"0,12",1,"0,01",2,"0,03",157,68
478,LICEO SANTA MARTA,PARTICULAR SUBVENCIONADO,Atacama,VALLENAR,URBANO,1,"0,03",0,"0,00",1,"0,03",0,"0,00",19,"0,51",35,"0,78",12,"0,32",8,"0,18",4,"0,11",2,"0,04",1,"0,03",1,"0,02",37,45
479,LICEO SAN FRANCISCO,PARTICULAR SUBVENCIONADO,Atacama,VALLENAR,URBANO,0,"0,00",1,"0,02",3,"0,05",1,"0,02",40,"0,63",39,"0,66",18,"0,28",14,"0,24",3,"0,05",4,"0,07",0,"0,00",0,"0,00",64,59
13185,LICEO POLITECNICO,MUNICIPAL,Atacama,VALLENAR,URBANO,0,"0,00",0,"0,00",2,"0,04",2,"0,02",24,"0,47",70,"0,62",18,"0,35",27,"0,24",7,"0,14",14,"0,12",3,"0,06",4,"0,04",51,113
13202,LICEO BICENTENARIO DE VALLENAR,MUNICIPAL,Atacama,VALLENAR,URBANO,0,"0,00",0,"0,00",1,"0,02",2,"0,05",21,"0,51",24,"0,60",17,"0,41",12,"0,30",2,"0,05",2,"0,05",2,"0,05",0,"0,00",41,40
40340,LICEO DE ALTO DEL CARMEN,MUNICIPAL,Atacama,ALTO DEL CARMEN,RURAL,1,"0,05",0,"0,00",1,"0,05",0,"0,00",12,"0,60",15,"0,63",6,"0,30",9,"0,38",0,"0,00",0,"0,00",3,"0,15",2,"0,08",20,24
11038,LICEO GENERAL RAMON FREIRE,MUNICIPAL,Atacama,FREIRINA,URBANO,0,"0,00",0,"0,00",1,"0,03",0,"0,00",20,"0,61",23,"0,64",10,"0,30",11,"0,31",2,"0,06",2,"0,06",2,"0,06",1,"0,03",33,36
486,LICEO JAPON,MUNICIPAL,Atacama,HUASCO,URBANO,0,"0,00",0,"0,00",1,"0,02",2,"0,04",27,"0,42",19,"0,40",25,"0,38",17,"0,35",12,"0,18",10,"0,21",0,"0,00",0,"0,00",65,48
516,LICEO GABRIELA MISTRAL DE LA SERENA,MUNICIPAL,Coquimbo,LA SERENA,URBANO,0,0,1,"0,02",0,0,0,"0,00",0,0,29,"0,59",0,0,15,"0,31",0,0,4,"0,08",0,0,1,"0,02",0,49
517,LICEO GREGORIO CORDOVEZ,MUNICIPAL,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",3,"0,06",0,"0,00",28,"0,57",15,"0,36",13,"0,27",18,"0,43",5,"0,10",9,"0,21",0,"0,00",0,"0,00",49,42
518,LICEO TECNICO MARTA BRUNET,MUNICIPAL,Coquimbo,LA SERENA,URBANO,0,0,0,"0,00",0,0,5,"0,03",0,0,59,"0,37",0,0,52,"0,33",0,0,43,"0,27",0,0,4,"0,03",0,159
526,COLEGIO JOSE MANUEL BALMACEDA,MUNICIPAL,Coquimbo,LA SERENA,URBANO,1,"0,04",0,"0,00",2,"0,09",0,"0,00",7,"0,30",13,"0,76",9,"0,39",1,"0,06",4,"0,17",3,"0,18",0,"0,00",1,"0,06",23,17
530,COLEGIO GABRIEL GONZALEZ VIDELA,MUNICIPAL,Coquimbo,LA SERENA,URBANO,0,"0,00",1,"0,01",4,"0,05",5,"0,07",43,"0,52",38,"0,54",28,"0,34",14,"0,20",8,"0,10",12,"0,17",2,"0,02",3,"0,04",83,70
531,COLEGIO PEDRO AGUIRRE CERDA,MUNICIPAL,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"0,50",5,"0,45",4,"0,33",4,"0,36",2,"0,17",2,"0,18",0,"0,00",0,"0,00",12,11
535,COLEGIO JOSE MIGUEL CARRERA,MUNICIPAL,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",2,"0,06",2,"0,06",16,"0,47",18,"0,55",14,"0,41",13,"0,39",2,"0,06",0,"0,00",1,"0,03",0,"0,00",34,33
565,COLEGIO PARTICULAR ADVENTISTA MARANATA,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",2,"0,04",1,"0,02",29,"0,62",25,"0,60",13,"0,28",8,"0,19",3,"0,06",8,"0,19",1,"0,02",0,"0,00",47,42
568,COLEGIO SAN ANTONIO,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"0,22",10,"0,50",17,"0,74",10,"0,50",1,"0,04",0,"0,00",0,"0,00",0,"0,00",23,20
570,COLEGIO ELENA BETTINI,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"0,33",12,"0,43",5,"0,42",12,"0,43",3,"0,25",4,"0,14",0,"0,00",2,"0,07",12,28
573,ESCUELA PARTICULAR TERESA VIDELA DE G,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"0,09",12,"0,57",9,"0,82",8,"0,38",1,"0,09",1,"0,05",1,"0,09",0,"0,00",11,21
574,ESCUELA  INDUSTRIAL SALESIANA SAN RAMON,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,4,"0,02",0,0,13,"0,06",0,0,93,"0,43",0,0,66,"0,31",0,0,39,"0,18",0,0,5,"0,02",0,0,215,0
575,COLEGIO PROVIDENCIA,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,0,1,"0,00",0,0,5,"0,02",0,0,118,"0,52",0,0,73,"0,32",0,0,30,"0,13",0,0,7,"0,03",0,227
578,LICEO IGNACIO CARRERA PINTO,MUNICIPAL,Coquimbo,LA SERENA,URBANO,2,"0,03",0,"0,00",1,"0,02",0,"0,00",25,"0,40",14,"0,64",20,"0,32",5,"0,23",14,"0,23",3,"0,14",1,"0,02",0,"0,00",62,22
579,COLEGIO SEMINARIO CONCILIAR,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",5,"0,09",2,"0,03",33,"0,59",33,"0,57",14,"0,25",17,"0,29",4,"0,07",6,"0,10",0,"0,00",3,"0,05",56,58
580,COLEGIO GERONIMO RENDIC,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",6,"0,10",1,"0,01",32,"0,52",48,"0,69",18,"0,29",14,"0,20",6,"0,10",7,"0,10",0,"0,00",1,"0,01",62,70
581,ESCUELA EXPERIMENTAL DE MUSICA JORGE PEÑA HEN,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",1,"0,06",0,"0,00",9,"0,50",12,"0,67",7,"0,39",5,"0,28",1,"0,06",1,"0,06",0,"0,00",0,"0,00",18,18
582,COLEGIO ANDRES BELLO,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",1,"0,02",0,"0,00",27,"0,59",31,"0,53",14,"0,30",20,"0,34",4,"0,09",8,"0,14",0,"0,00",1,"0,02",46,59
583,COLEGIO SAGRADOS CORAZONES,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",12,"0,52",21,"0,55",5,"0,22",15,"0,39",6,"0,26",2,"0,05",0,"0,00",0,"0,00",23,38
589,COLEGIO SANTO DOMINGO,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"0,80",6,"0,86",2,"0,20",0,"0,00",0,"0,00",1,"0,14",0,"0,00",0,"0,00",10,7
590,COLEGIO PARTICULAR SAN JOSE,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,1,"0,03",0,"0,00",2,"0,06",2,"0,02",19,"0,53",43,"0,49",9,"0,25",29,"0,33",5,"0,14",13,"0,15",0,"0,00",1,"0,01",36,87
11155,LICEO JORGE ALESSANDRI RODRIGUEZ,MUNICIPAL,Coquimbo,LA SERENA,URBANO,2,"0,01",0,"0,00",4,"0,03",1,"0,02",58,"0,43",21,"0,48",47,"0,35",16,"0,36",23,"0,17",6,"0,14",4,"0,03",0,"0,00",134,44
11157,COLEGIO LIBERTADOR SIMON BOLIVAR,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,1,"0,06",0,"0,00",1,"0,06",2,"0,15",6,"0,35",8,"0,62",7,"0,41",2,"0,15",2,"0,12",1,"0,08",0,"0,00",0,"0,00",17,13
12781,AMAZING GRACE ENGLISH SCHOOL,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",2,"0,08",0,"0,00",9,"0,35",11,"0,65",10,"0,38",4,"0,24",5,"0,19",2,"0,12",0,"0,00",0,"0,00",26,17
13305,TRINITY SCHOOL,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"0,57",9,"0,82",2,"0,14",1,"0,09",4,"0,29",1,"0,09",0,"0,00",0,"0,00",14,11
13330,COLEGIO PARTICULAR PIERROT,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"0,29",3,"0,38",2,"0,14",4,"0,50",8,"0,57",1,"0,13",1,"0,07",2,"0,25",14,8
13333,ESC. FAMILIAR AGRICOLA VALLE DEL ELQUI,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,RURAL,2,"0,06",0,"0,00",7,"0,21",0,"0,00",10,"0,30",13,"0,72",9,"0,27",5,"0,28",5,"0,15",0,"0,00",0,"0,00",0,"0,00",33,18
13344,COLEGIO AMERICANO,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"0,47",6,"0,60",8,"0,53",3,"0,30",0,"0,00",1,"0,10",1,"0,07",0,"0,00",15,10
13356,COLEGIO ALBERT EINSTEIN,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,03",10,"0,36",19,"0,50",15,"0,54",16,"0,42",3,"0,11",2,"0,05",0,"0,00",0,"0,00",28,38
13360,COLEGIO SAN NICOLAS,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,1,"0,05",1,"0,04",1,"0,05",1,"0,04",11,"0,52",15,"0,56",4,"0,19",6,"0,22",4,"0,19",4,"0,15",1,"0,05",0,"0,00",21,27
13372,COLEGIO FRANCISCO PALAU,PARTICULAR SUBVENCIONADO,Coquimbo,LA SERENA,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,05",7,"0,44",11,"0,58",7,"0,44",3,"0,16",2,"0,13",4,"0,21",0,"0,00",1,"0,05",16,19
